,database,question,sql
5375,customer_complaints,"Find the last name of the staff whose email address contains ""wrau"".","SELECT last_name FROM staff WHERE email_address LIKE ""%wrau%"""
5376,customer_complaints,"What are the last names of staff with email addressed containing the substring ""wrau""?","SELECT last_name FROM staff WHERE email_address LIKE ""%wrau%"""
5377,customer_complaints,How many customers are there in the customer type with the most customers?,SELECT count(*) FROM customers GROUP BY customer_type_code ORDER BY count(*) DESC LIMIT 1
5378,customer_complaints,Count the number of customers that have the customer type that is most common.,SELECT count(*) FROM customers GROUP BY customer_type_code ORDER BY count(*) DESC LIMIT 1
5379,customer_complaints,What is the last name of the staff who has handled the first ever complaint?,SELECT t1.last_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id ORDER BY t2.date_complaint_raised LIMIT 1
5380,customer_complaints,Return the last name of the staff member who handled the complaint with the earliest date raised.,SELECT t1.last_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id ORDER BY t2.date_complaint_raised LIMIT 1
5381,customer_complaints,How many distinct complaint type codes are there in the database?,SELECT count(DISTINCT complaint_type_code) FROM complaints
5382,customer_complaints,Count the number of different complaint type codes.,SELECT count(DISTINCT complaint_type_code) FROM complaints
5383,customer_complaints,"Find the address line 1 and 2 of the customer with email ""vbogisich@example.org"".","SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org"""
5384,customer_complaints,"What are lines 1 and 2 of the addressed of the customer with the email ""vbogisich@example.org""?","SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org"""
5385,customer_complaints,Find the number of complaints with Product Failure type for each complaint status.,"SELECT complaint_status_code ,  count(*) FROM complaints WHERE complaint_type_code  =  ""Product Failure"" GROUP BY complaint_status_code"
5386,customer_complaints,"Of complaints with the type code ""Product Failure"", how many had each different status code?","SELECT complaint_status_code ,  count(*) FROM complaints WHERE complaint_type_code  =  ""Product Failure"" GROUP BY complaint_status_code"
5387,customer_complaints,What is first names of the top 5 staff who have handled the greatest number of complaints?,SELECT t1.first_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id GROUP BY t2.staff_id ORDER BY count(*) LIMIT 5
5388,customer_complaints,Return the first names of the 5 staff members who have handled the most complaints.,SELECT t1.first_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id GROUP BY t2.staff_id ORDER BY count(*) LIMIT 5
5389,customer_complaints,Which state has the most customers?,SELECT state FROM customers GROUP BY state ORDER BY count(*) LIMIT 1
5390,customer_complaints,Give the state that has the most customers.,SELECT state FROM customers GROUP BY state ORDER BY count(*) LIMIT 1
5391,workshop_paper,How many submissions are there?,SELECT count(*) FROM submission
5392,workshop_paper,Count the number of submissions.,SELECT count(*) FROM submission
5393,workshop_paper,List the authors of submissions in ascending order of scores.,SELECT Author FROM submission ORDER BY Scores ASC
5394,workshop_paper,Find the author for each submission and list them in ascending order of submission score.,SELECT Author FROM submission ORDER BY Scores ASC
5395,workshop_paper,What are the authors of submissions and their colleges?,"SELECT Author ,  College FROM submission"
5396,workshop_paper,"For each submission, show the author and their affiliated college.","SELECT Author ,  College FROM submission"
5397,workshop_paper,"Show the names of authors from college ""Florida"" or ""Temple""","SELECT Author FROM submission WHERE College  =  ""Florida"" OR College  =  ""Temple"""
5398,workshop_paper,"Which authors with submissions are from college ""Florida"" or ""Temple""?","SELECT Author FROM submission WHERE College  =  ""Florida"" OR College  =  ""Temple"""
5399,workshop_paper,What is the average score of submissions?,SELECT avg(Scores) FROM submission
5400,workshop_paper,Compute the average score of submissions.,SELECT avg(Scores) FROM submission
5401,workshop_paper,What is the author of the submission with the highest score?,SELECT Author FROM submission ORDER BY Scores DESC LIMIT 1
5402,workshop_paper,Find the author who achieved the highest score in a submission.,SELECT Author FROM submission ORDER BY Scores DESC LIMIT 1
5403,workshop_paper,Show different colleges along with the number of authors of submission from each college.,"SELECT College ,  COUNT(*) FROM submission GROUP BY College"
5404,workshop_paper,"For each college, return the college name and the count of authors with submissions from that college.","SELECT College ,  COUNT(*) FROM submission GROUP BY College"
5405,workshop_paper,Show the most common college of authors of submissions.,SELECT College FROM submission GROUP BY College ORDER BY COUNT(*) DESC LIMIT 1
5406,workshop_paper,Which college has the most authors with submissions?,SELECT College FROM submission GROUP BY College ORDER BY COUNT(*) DESC LIMIT 1
5407,workshop_paper,Show the authors of submissions and the acceptance results of their submissions.,"SELECT T2.Author ,  T1.Result FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID"
5408,workshop_paper,"For each submission, find its author and acceptance result.","SELECT T2.Author ,  T1.Result FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID"
5409,workshop_paper,Show the result of the submission with the highest score.,SELECT T1.Result FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID ORDER BY T2.Scores DESC LIMIT 1
5410,workshop_paper,Which submission received the highest score in acceptance result. Show me the result.,SELECT T1.Result FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID ORDER BY T2.Scores DESC LIMIT 1
5411,workshop_paper,Show each author and the number of workshops they submitted to.,"SELECT T2.Author ,  COUNT(DISTINCT T1.workshop_id) FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID GROUP BY T2.Author"
5412,workshop_paper,How many workshops did each author submit to? Return the author name and the number of workshops.,"SELECT T2.Author ,  COUNT(DISTINCT T1.workshop_id) FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID GROUP BY T2.Author"
5413,workshop_paper,Show the authors who have submissions to more than one workshop.,SELECT T2.Author FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID GROUP BY T2.Author HAVING COUNT(DISTINCT T1.workshop_id)  >  1
5414,workshop_paper,Which authors have submitted to more than one workshop?,SELECT T2.Author FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID GROUP BY T2.Author HAVING COUNT(DISTINCT T1.workshop_id)  >  1
5415,workshop_paper,Show the date and venue of each workshop in ascending alphabetical order of the venue.,"SELECT Date ,  Venue FROM workshop ORDER BY Venue"
5416,workshop_paper,Sort the each workshop in alphabetical order of the venue. Return the date and venue of each workshop.,"SELECT Date ,  Venue FROM workshop ORDER BY Venue"
5417,workshop_paper,List the authors who do not have submission to any workshop.,SELECT Author FROM submission WHERE Submission_ID NOT IN (SELECT Submission_ID FROM acceptance)
5418,workshop_paper,Which authors did not submit to any workshop?,SELECT Author FROM submission WHERE Submission_ID NOT IN (SELECT Submission_ID FROM acceptance)
5419,tracking_share_transactions,Find the number of investors in total.,SELECT count(*) FROM INVESTORS
5420,tracking_share_transactions,Show all investor details.,SELECT Investor_details FROM INVESTORS
5421,tracking_share_transactions,Show all distinct lot details.,SELECT DISTINCT lot_details FROM LOTS
5422,tracking_share_transactions,Show the maximum amount of transaction.,SELECT max(amount_of_transaction) FROM TRANSACTIONS
5423,tracking_share_transactions,Show all date and share count of transactions.,"SELECT date_of_transaction ,  share_count FROM TRANSACTIONS"
5424,tracking_share_transactions,What is the total share of transactions?,SELECT sum(share_count) FROM TRANSACTIONS
5425,tracking_share_transactions,Show all transaction ids with transaction code 'PUR'.,SELECT transaction_id FROM TRANSACTIONS WHERE transaction_type_code  =  'PUR'
5426,tracking_share_transactions,"Show all dates of transactions whose type code is ""SALE"".","SELECT date_of_transaction FROM TRANSACTIONS WHERE transaction_type_code  =  ""SALE"""
5427,tracking_share_transactions,"Show the average amount of transactions with type code ""SALE"".","SELECT avg(amount_of_transaction) FROM TRANSACTIONS WHERE transaction_type_code  =  ""SALE"""
5428,tracking_share_transactions,"Show the description of transaction type with code ""PUR"".","SELECT transaction_type_description FROM Ref_Transaction_Types WHERE transaction_type_code	  =  ""PUR"""
5429,tracking_share_transactions,"Show the minimum amount of transactions whose type code is ""PUR"" and whose share count is bigger than 50.","SELECT min(amount_of_transaction) FROM TRANSACTIONS WHERE transaction_type_code  =  ""PUR"" AND share_count  >  50"
5430,tracking_share_transactions,Show the maximum share count of transactions where the amount is smaller than 10000,SELECT max(share_count) FROM TRANSACTIONS WHERE amount_of_transaction  <  10000
5431,tracking_share_transactions,Show the dates of transactions if the share count is bigger than 100 or the amount is bigger than 1000.,SELECT date_of_transaction FROM TRANSACTIONS WHERE share_count  >  100 OR amount_of_transaction  >  1000
5432,tracking_share_transactions,Show the transaction type descriptions and dates if the share count is smaller than 10.,"SELECT T1.transaction_type_description ,  T2.date_of_transaction FROM Ref_Transaction_Types AS T1 JOIN TRANSACTIONS AS T2 ON T1.transaction_type_code  =  T2.transaction_type_code WHERE T2.share_count  <  10"
5433,tracking_share_transactions,Show details of all investors if they make any transaction with share count greater than 100.,SELECT T1.Investor_details FROM  INVESTORS AS T1 JOIN TRANSACTIONS AS T2 ON T1.investor_id  =  T2.investor_id WHERE T2.share_count  >  100
5434,tracking_share_transactions,How many distinct transaction types are used in the transactions?,SELECT COUNT(DISTINCT transaction_type_code) FROM TRANSACTIONS
5435,tracking_share_transactions,Return the lot details and investor ids.,"SELECT lot_details ,  investor_id FROM LOTS"
5436,tracking_share_transactions,"Return the lot details of lots that belong to investors with details ""l""?","SELECT T2.lot_details FROM INVESTORS AS T1 JOIN LOTS AS T2 ON  T1.investor_id  =  T2.investor_id WHERE T1.Investor_details  =  ""l"""
5437,tracking_share_transactions,What are the purchase details of transactions with amount bigger than 10000?,SELECT T1.purchase_details FROM PURCHASES AS T1 JOIN TRANSACTIONS AS T2 ON T1.purchase_transaction_id  =  T2.transaction_id WHERE T2.amount_of_transaction  >  10000
5438,tracking_share_transactions,What are the sale details and dates of transactions with amount smaller than 3000?,"SELECT T1.sales_details ,  T2.date_of_transaction FROM SALES AS T1 JOIN TRANSACTIONS AS T2 ON T1.sales_transaction_id  =  T2.transaction_id WHERE T2.amount_of_transaction  <  3000"
5439,tracking_share_transactions,What are the lot details of lots associated with transactions with share count smaller than 50?,SELECT T1.lot_details FROM LOTS AS T1 JOIN TRANSACTIONS_LOTS AS T2 ON T1.lot_id  =  T2.transaction_id JOIN TRANSACTIONS AS T3 ON T2.transaction_id  =  T3.transaction_id WHERE T3.share_count  <  50
5440,tracking_share_transactions,"What are the lot details of lots associated with transactions whose share count is bigger than 100 and whose type code is ""PUR""?","SELECT T1.lot_details FROM LOTS AS T1 JOIN TRANSACTIONS_LOTS AS T2 ON  T1.lot_id  =  T2.transaction_id JOIN TRANSACTIONS AS T3 ON T2.transaction_id  =  T3.transaction_id WHERE T3.share_count  >  100 AND T3.transaction_type_code  =  ""PUR"""
5441,tracking_share_transactions,Show the average transaction amount for different transaction types.,"SELECT transaction_type_code ,  avg(amount_of_transaction) FROM TRANSACTIONS GROUP BY transaction_type_code"
5442,tracking_share_transactions,Show the maximum and minimum share count of different transaction types.,"SELECT transaction_type_code ,  max(share_count) ,  min(share_count) FROM TRANSACTIONS GROUP BY transaction_type_code"
5443,tracking_share_transactions,Show the average share count of transactions for different investors.,"SELECT investor_id ,  avg(share_count) FROM TRANSACTIONS GROUP BY investor_id"
5444,tracking_share_transactions,"Show the average share count of transactions each each investor, ordered by average share count.","SELECT investor_id ,  avg(share_count) FROM TRANSACTIONS GROUP BY investor_id ORDER BY avg(share_count)"
5445,tracking_share_transactions,Show the average amount of transactions for different investors.,"SELECT investor_id ,  avg(amount_of_transaction) FROM TRANSACTIONS GROUP BY investor_id"
5446,tracking_share_transactions,Show the average amount of transactions for different lots.,"SELECT T2.lot_id ,  avg(amount_of_transaction) FROM TRANSACTIONS AS T1 JOIN Transactions_Lots AS T2 ON T1.transaction_id  =  T2.transaction_id GROUP BY T2.lot_id"
5447,tracking_share_transactions,"Show the average amount of transactions for different lots, ordered by average amount of transactions.","SELECT T2.lot_id ,  avg(amount_of_transaction) FROM TRANSACTIONS AS T1 JOIN Transactions_Lots AS T2 ON T1.transaction_id  =  T2.transaction_id GROUP BY T2.lot_id ORDER BY avg(amount_of_transaction)"
5448,tracking_share_transactions,"Show the number of transactions with transaction type code ""SALE"" for different investors if it is larger than 0.","SELECT investor_id ,  COUNT(*) FROM TRANSACTIONS WHERE transaction_type_code  =  ""SALE"" GROUP BY investor_id"
5449,tracking_share_transactions,Show the number of transactions for different investors.,"SELECT investor_id ,  COUNT(*) FROM TRANSACTIONS GROUP BY investor_id"
5450,tracking_share_transactions,Show the transaction type code that occurs the fewest times.,SELECT transaction_type_code FROM TRANSACTIONS GROUP BY transaction_type_code ORDER BY COUNT(*) ASC LIMIT 1
5451,tracking_share_transactions,Show the transaction type code that occurs the most frequently.,SELECT transaction_type_code FROM TRANSACTIONS GROUP BY transaction_type_code ORDER BY COUNT(*) DESC LIMIT 1
5452,tracking_share_transactions,Show the description of the transaction type that occurs most frequently.,SELECT T1.transaction_type_description FROM Ref_Transaction_Types AS T1 JOIN TRANSACTIONS AS T2 ON T1.transaction_type_code  =  T2.transaction_type_code GROUP BY T1.transaction_type_code ORDER BY COUNT(*) DESC LIMIT 1
5453,tracking_share_transactions,Show the id and details of the investor that has the largest number of transactions.,"SELECT T2.investor_id ,  T1.Investor_details FROM INVESTORS AS T1 JOIN TRANSACTIONS AS T2 ON T1.investor_id  =  T2.investor_id GROUP BY T2.investor_id ORDER BY COUNT(*) DESC LIMIT 1"
5454,tracking_share_transactions,Show the id and details for the investors who have the top 3 number of transactions.,"SELECT T2.investor_id ,  T1.Investor_details FROM INVESTORS AS T1 JOIN TRANSACTIONS AS T2 ON T1.investor_id  =  T2.investor_id GROUP BY T2.investor_id ORDER BY COUNT(*) DESC LIMIT 3"
5455,tracking_share_transactions,Show the ids of the investors who have at least two transactions.,SELECT T2.investor_id FROM INVESTORS AS T1 JOIN TRANSACTIONS AS T2 ON T1.investor_id  =  T2.investor_id GROUP BY T2.investor_id HAVING COUNT(*)  >=  2
5456,tracking_share_transactions,"Show the ids and details of the investors who have at least two transactions with type code ""SALE"".","SELECT T2.investor_id ,  T1.Investor_details FROM INVESTORS AS T1 JOIN TRANSACTIONS AS T2 ON T1.investor_id  =  T2.investor_id WHERE T2.transaction_type_code  =  ""SALE"" GROUP BY T2.investor_id HAVING COUNT(*)  >=  2"
5457,tracking_share_transactions,What are the dates of transactions with at least 100 share count or amount bigger than 100?,SELECT date_of_transaction FROM TRANSACTIONS WHERE share_count  >=  100 OR amount_of_transaction  >=  100
5458,cre_Theme_park,How many available hotels are there in total?,SELECT count(*) FROM HOTELS
5459,cre_Theme_park,Find the total number of available hotels.,SELECT count(*) FROM HOTELS
5460,cre_Theme_park,What are the price ranges of hotels?,SELECT price_range FROM HOTELS
5461,cre_Theme_park,Tell me the price ranges for all the hotels.,SELECT price_range FROM HOTELS
5462,cre_Theme_park,Show all distinct location names.,SELECT DISTINCT Location_Name FROM LOCATIONS
5463,cre_Theme_park,What are the distinct location names?,SELECT DISTINCT Location_Name FROM LOCATIONS
5464,cre_Theme_park,Show the names and details of all the staff members.,"SELECT Name ,  Other_Details FROM Staff"
5465,cre_Theme_park,What is the name and detail of each staff member?,"SELECT Name ,  Other_Details FROM Staff"
5466,cre_Theme_park,Show details of all visitors.,SELECT Tourist_Details FROM VISITORS
5467,cre_Theme_park,What is the detail of each visitor?,SELECT Tourist_Details FROM VISITORS
5468,cre_Theme_park,Show the price ranges of hotels with 5 star ratings.,"SELECT price_range FROM HOTELS WHERE star_rating_code  =  ""5"""
5469,cre_Theme_park,What are the price ranges of five star hotels?,"SELECT price_range FROM HOTELS WHERE star_rating_code  =  ""5"""
5470,cre_Theme_park,Show the average price range of hotels that have 5 star ratings and allow pets.,"SELECT avg(price_range) FROM HOTELS WHERE star_rating_code  =  ""5"" AND pets_allowed_yn  =  1"
5471,cre_Theme_park,What is the average price range of five star hotels that allow pets?,"SELECT avg(price_range) FROM HOTELS WHERE star_rating_code  =  ""5"" AND pets_allowed_yn  =  1"
5472,cre_Theme_park,"What is the address of the location ""UK Gallery""?","SELECT Address FROM LOCATIONS WHERE Location_Name  =  ""UK Gallery"""
5473,cre_Theme_park,"Find the address of the location named ""UK Gallery"".","SELECT Address FROM LOCATIONS WHERE Location_Name  =  ""UK Gallery"""
5474,cre_Theme_park,What is the detail of the location UK Gallery?,"SELECT Other_Details FROM LOCATIONS WHERE Location_Name  =  ""UK Gallery"""
5475,cre_Theme_park,"Return the detail of the location named ""UK Gallery"".","SELECT Other_Details FROM LOCATIONS WHERE Location_Name  =  ""UK Gallery"""
5476,cre_Theme_park,"Which location names contain the word ""film""?","SELECT Location_Name FROM LOCATIONS WHERE Location_Name LIKE ""%film%"""
5477,cre_Theme_park,"Find all the locations whose names contain the word ""film"".","SELECT Location_Name FROM LOCATIONS WHERE Location_Name LIKE ""%film%"""
5478,cre_Theme_park,How many distinct names are associated with all the photos?,SELECT count(DISTINCT Name) FROM PHOTOS
5479,cre_Theme_park,Count the number of distinct names associated with the photos.,SELECT count(DISTINCT Name) FROM PHOTOS
5480,cre_Theme_park,What are the distinct visit dates?,SELECT DISTINCT Visit_Date FROM VISITS
5481,cre_Theme_park,Find all the distinct visit dates.,SELECT DISTINCT Visit_Date FROM VISITS
5482,cre_Theme_park,What are the names of the tourist attractions that can be accessed by bus?,"SELECT Name FROM TOURIST_ATTRACTIONS WHERE How_to_Get_There  =  ""bus"""
5483,cre_Theme_park,Which tourist attractions can we get to by bus? Tell me the names of the attractions.,"SELECT Name FROM TOURIST_ATTRACTIONS WHERE How_to_Get_There  =  ""bus"""
5484,cre_Theme_park,What are the names and opening hours of the tourist attractions that can be accessed by bus or walk?,"SELECT Name ,  Opening_Hours FROM TOURIST_ATTRACTIONS WHERE How_to_Get_There  =  ""bus"" OR How_to_Get_There  =  ""walk"""
5485,cre_Theme_park,Find the names and opening hours of the tourist attractions that we get to by bus or walk.,"SELECT Name ,  Opening_Hours FROM TOURIST_ATTRACTIONS WHERE How_to_Get_There  =  ""bus"" OR How_to_Get_There  =  ""walk"""
5486,cre_Theme_park,What are the star rating descriptions of the hotels with price above 10000?,SELECT T2.star_rating_description FROM HOTELS AS T1 JOIN Ref_Hotel_Star_Ratings AS T2 ON T1.star_rating_code  =  T2.star_rating_code WHERE T1.price_range  >  10000
5487,cre_Theme_park,Give me the star rating descriptions of the hotels that cost more than 10000.,SELECT T2.star_rating_description FROM HOTELS AS T1 JOIN Ref_Hotel_Star_Ratings AS T2 ON T1.star_rating_code  =  T2.star_rating_code WHERE T1.price_range  >  10000
5488,cre_Theme_park,What are the details and opening hours of the museums?,"SELECT T1.Museum_Details ,  T2.Opening_Hours FROM MUSEUMS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Museum_ID  =  T2.Tourist_Attraction_ID"
5489,cre_Theme_park,Give me the detail and opening hour for each museum.,"SELECT T1.Museum_Details ,  T2.Opening_Hours FROM MUSEUMS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Museum_ID  =  T2.Tourist_Attraction_ID"
5490,cre_Theme_park,"What is the name of the tourist attraction that is associated with the photo ""game1""?","SELECT T2.Name FROM PHOTOS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T1.Name  =  ""game1"""
5491,cre_Theme_park,"Which tourist attraction is associated with the photo ""game1""? Return its name.","SELECT T2.Name FROM PHOTOS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T1.Name  =  ""game1"""
5492,cre_Theme_park,"What are the names and descriptions of the photos taken at the tourist attraction ""film festival""?","SELECT T1.Name ,  T1.Description FROM PHOTOS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T2.Name  =  ""film festival"""
5493,cre_Theme_park,"Find the names and descriptions of the photos taken at the tourist attraction called ""film festival"".","SELECT T1.Name ,  T1.Description FROM PHOTOS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T2.Name  =  ""film festival"""
5494,cre_Theme_park,What are the details and ways to get to tourist attractions related to royal family?,"SELECT T1.Royal_Family_Details ,  T2.How_to_Get_There FROM ROYAL_FAMILY AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Royal_Family_ID  =  T2.Tourist_Attraction_ID"
5495,cre_Theme_park,Which tourist attractions are related to royal family? Tell me their details and how we can get there.,"SELECT T1.Royal_Family_Details ,  T2.How_to_Get_There FROM ROYAL_FAMILY AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Royal_Family_ID  =  T2.Tourist_Attraction_ID"
5496,cre_Theme_park,What are the details of the shops that can be accessed by walk?,"SELECT T1.Shop_Details FROM SHOPS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Shop_ID  =  T2.Tourist_Attraction_ID WHERE T2.How_to_Get_There  =  ""walk"""
5497,cre_Theme_park,Find the details of the shops that can be reached by walk.,"SELECT T1.Shop_Details FROM SHOPS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Shop_ID  =  T2.Tourist_Attraction_ID WHERE T2.How_to_Get_There  =  ""walk"""
5498,cre_Theme_park,"What is the name of the staff that is in charge of the attraction named ""US museum""?","SELECT T1.Name FROM STAFF AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T2.Name  =  ""US museum"""
5499,cre_Theme_park,"Tell me the name of the staff in charge of the attraction called ""US museum"".","SELECT T1.Name FROM STAFF AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T2.Name  =  ""US museum"""
5500,cre_Theme_park,What are the details of the markets that can be accessed by walk or bus?,"SELECT T1.Market_Details FROM Street_Markets AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Market_ID  =  T2.Tourist_Attraction_ID WHERE T2.How_to_Get_There  =  ""walk"" OR  T2.How_to_Get_There  =  ""bus"""
5501,cre_Theme_park,Find the details of all the markets that are accessible by walk or bus.,"SELECT T1.Market_Details FROM Street_Markets AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Market_ID  =  T2.Tourist_Attraction_ID WHERE T2.How_to_Get_There  =  ""walk"" OR  T2.How_to_Get_There  =  ""bus"""
5502,cre_Theme_park,What are the visit date and details of the visitor whose detail is 'Vincent'?,"SELECT T2.Visit_Date ,  T2.Visit_Details FROM VISITORS AS T1 JOIN VISITS AS T2 ON T1.Tourist_ID  =  T2.Tourist_ID WHERE T1.Tourist_Details  =  ""Vincent"""
5503,cre_Theme_park,Find the visit date and details of the tourist whose detail is 'Vincent',"SELECT T2.Visit_Date ,  T2.Visit_Details FROM VISITORS AS T1 JOIN VISITS AS T2 ON T1.Tourist_ID  =  T2.Tourist_ID WHERE T1.Tourist_Details  =  ""Vincent"""
5504,cre_Theme_park,Which tourist attractions does the visitor with detail 'Vincent' visit?,"SELECT T1.Name FROM Tourist_Attractions AS T1 JOIN VISITS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID JOIN VISITORS AS T3 ON T2.Tourist_ID  =  T3.Tourist_ID WHERE T3.Tourist_Details  =  ""Vincent"""
5505,cre_Theme_park,Show the tourist attractions visited by the tourist whose detail is 'Vincent'.,"SELECT T1.Name FROM Tourist_Attractions AS T1 JOIN VISITS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID JOIN VISITORS AS T3 ON T2.Tourist_ID  =  T3.Tourist_ID WHERE T3.Tourist_Details  =  ""Vincent"""
5506,cre_Theme_park,What are the names of the tourist attractions and the dates when the tourists named Vincent or Vivian visited there?,"SELECT T1.Name ,  T3.Visit_Date FROM Tourist_Attractions AS T1 JOIN VISITORS AS T2 JOIN VISITS AS T3 ON T1.Tourist_Attraction_ID  =  T3.Tourist_Attraction_ID AND T2.Tourist_ID  =  T3.Tourist_ID WHERE T2.Tourist_Details  =  ""Vincent"" OR T2.Tourist_Details  =  ""Vivian"""
5507,cre_Theme_park,"For each tourist attraction, return its name and the date when the tourists named Vincent or Vivian visited there.","SELECT T1.Name ,  T3.Visit_Date FROM Tourist_Attractions AS T1 JOIN VISITORS AS T2 JOIN VISITS AS T3 ON T1.Tourist_Attraction_ID  =  T3.Tourist_Attraction_ID AND T2.Tourist_ID  =  T3.Tourist_ID WHERE T2.Tourist_Details  =  ""Vincent"" OR T2.Tourist_Details  =  ""Vivian"""
5508,cre_Theme_park,Show the average price of hotels for each star rating code.,"SELECT star_rating_code ,  avg(price_range) FROM HOTELS GROUP BY star_rating_code"
5509,cre_Theme_park,What is the average price range of hotels for each each star rating code?,"SELECT star_rating_code ,  avg(price_range) FROM HOTELS GROUP BY star_rating_code"
5510,cre_Theme_park,Show the average price of hotels for different pet policy.,"SELECT pets_allowed_yn ,  avg(price_range) FROM HOTELS GROUP BY pets_allowed_yn"
5511,cre_Theme_park,What are the average prices of hotels grouped by their pet policy.,"SELECT pets_allowed_yn ,  avg(price_range) FROM HOTELS GROUP BY pets_allowed_yn"
5512,cre_Theme_park,"Show the id and star rating of each hotel, ordered by its price from low to high.","SELECT hotel_id ,  star_rating_code FROM HOTELS ORDER BY price_range ASC"
5513,cre_Theme_park,Find the id and star rating of each hotel and sort them in increasing order of price.,"SELECT hotel_id ,  star_rating_code FROM HOTELS ORDER BY price_range ASC"
5514,cre_Theme_park,Show the details of the top 3 most expensive hotels.,SELECT other_hotel_details FROM HOTELS ORDER BY price_range DESC LIMIT 3
5515,cre_Theme_park,What are the details of the three most expensive hotels?,SELECT other_hotel_details FROM HOTELS ORDER BY price_range DESC LIMIT 3
5516,cre_Theme_park,Show the details and star ratings of the 3 least expensive hotels.,"SELECT other_hotel_details ,  star_rating_code FROM HOTELS ORDER BY price_range ASC LIMIT 3"
5517,cre_Theme_park,What are the details and star ratings of the three hotels with the lowest price ranges?,"SELECT other_hotel_details ,  star_rating_code FROM HOTELS ORDER BY price_range ASC LIMIT 3"
5518,cre_Theme_park,Show the transportation method most people choose to get to tourist attractions.,SELECT How_to_Get_There FROM Tourist_Attractions GROUP BY How_to_Get_There ORDER BY COUNT(*) DESC LIMIT 1
5519,cre_Theme_park,Which transportation method is used the most often to get to tourist attractions?,SELECT How_to_Get_There FROM Tourist_Attractions GROUP BY How_to_Get_There ORDER BY COUNT(*) DESC LIMIT 1
5520,cre_Theme_park,Show the description and code of the attraction type most tourist attractions belong to.,"SELECT T1.Attraction_Type_Description ,  T2.Attraction_Type_Code FROM Ref_Attraction_Types AS T1 JOIN Tourist_Attractions AS T2 ON T1.Attraction_Type_Code  =  T2.Attraction_Type_Code GROUP BY T2.Attraction_Type_Code ORDER BY COUNT(*) DESC LIMIT 1"
5521,cre_Theme_park,Which attraction type does the most tourist attractions belong to? Tell me its  attraction type description and code.,"SELECT T1.Attraction_Type_Description ,  T2.Attraction_Type_Code FROM Ref_Attraction_Types AS T1 JOIN Tourist_Attractions AS T2 ON T1.Attraction_Type_Code  =  T2.Attraction_Type_Code GROUP BY T2.Attraction_Type_Code ORDER BY COUNT(*) DESC LIMIT 1"
5522,cre_Theme_park,Show different ways to get to attractions and the number of attractions that can be accessed in the corresponding way.,"SELECT How_to_Get_There ,  COUNT(*) FROM Tourist_Attractions GROUP BY How_to_Get_There"
5523,cre_Theme_park,"List all the possible ways to get to attractions, together with the number of attractions accessible by these methods.","SELECT How_to_Get_There ,  COUNT(*) FROM Tourist_Attractions GROUP BY How_to_Get_There"
